chr,start,end,miRNA,coverage,strand,state,gene_id,gene,gene_type,region,strand_rel,biotype
chr2,91138046,91138110,mmu-miR-466i-5p,7.24440334914808,-,Teff,ENSMUSG00000040687,Madd,protein_coding,3' UTR,sense,protein_coding
chr2,119601777,119601857,mmu-miR-466i-5p,24.2344450187383,+,Teff,ENSMUSG00000085438,Oip5os1,lincRNA,ncRNA_exon,sense,lncRNA
chr2,119601881,119601953,mmu-miR-466i-5p,13.2828928280535,+,Teff,ENSMUSG00000085438,Oip5os1,lincRNA,ncRNA_exon,sense,lncRNA
chr2,119602111,119602182,mmu-miR-7a-5p,6.65665675692557,+,Teff,ENSMUSG00000085438,Oip5os1,lincRNA,ncRNA_exon,sense,lncRNA
chr2,127233175,127233258,mmu-miR-21a-5p,7.7741669318339,+,Teff,ENSMUSG00000003660,Snrnp200,protein_coding,CDS,sense,protein_coding
chr2,127338060,127338180,mmu-miR-466i-5p,8.48924731182796,+,Teff,ENSMUSG00000027368,Dusp2,protein_coding,3' UTR,sense,protein_coding
chr2,127338191,127338302,mmu-miR-466i-5p,9,+,Teff,ENSMUSG00000027368,Dusp2,protein_coding,3' UTR,sense,protein_coding
chr2,130278041,130278087,mmu-miR-24-3p,14.1873365583088,+,Teff,ENSMUSG00000027405,Nop56,protein_coding,ncRNA_exon,sense,protein_coding
chr2,130278041,130278087,mmu-miR-484,3.37138905532739,+,Teff,ENSMUSG00000027405,Nop56,protein_coding,ncRNA_exon,sense,protein_coding
chr2,154363765,154363894,mmu-miR-466f-3p,3.16125922199866,-,Teff,ENSMUSG00000027487,Cdk5rap1,protein_coding,intron,sense,protein_coding
chr2,167036501,167036605,mmu-miR-20a-5p,5.73352523912869,-,Teff,ENSMUSG00000039501,Znfx1,protein_coding,3' UTR,sense,protein_coding
chr2,168187556,168187645,mmu-miR-142a-3p,4.29013007521452,-,Teff,ENSMUSG00000051149,Adnp,protein_coding,3' UTR,sense,protein_coding
chr2,174346298,174346444,mmu-miR-16-5p,39.5713009860648,+,Teff,ENSMUSG00000027523,Gnas,protein_coding,3' UTR,sense,protein_coding
chr3,22211210,22211284,mmu-miR-466i-5p,13.5954903712477,+,Teff,ENSMUSG00000027630,Tbl1xr1,protein_coding,3' UTR,sense,protein_coding
chr3,22215089,22215162,mmu-miR-466i-5p,12.2193233707526,+,Teff,ENSMUSG00000027630,Tbl1xr1,protein_coding,3' UTR,sense,protein_coding
chr3,22215183,22215268,mmu-miR-466i-5p,10.1916156809778,+,Teff,ENSMUSG00000027630,Tbl1xr1,protein_coding,3' UTR,sense,protein_coding
chr3,24163043,24163093,mmu-miR-3963,6.03196203854676,-,Teff,ENSMUSG00000102758,Naaladl2,protein_coding,intron,sense,protein_coding
chr3,51256034,51256168,mmu-miR-142a-3p,4.29723468704871,-,Teff,ENSMUSG00000037174,Elf2,protein_coding,3' UTR,sense,protein_coding
chr3,54729417,54729507,mmu-miR-30c-5p,9.84827586206897,-,Teff,ENSMUSG00000027752,Exosc8,protein_coding,ncRNA_exon,sense,protein_coding
chr3,60478407,60478496,mmu-miR-466i-5p,5.41809908998989,+,Teff,ENSMUSG00000027763,Mbnl1,protein_coding,intron,sense,protein_coding
chr3,69085215,69085270,mmu-miR-466i-5p,18.2564455303874,-,Teff,ENSMUSG00000027782,Kpna4,protein_coding,ncRNA_exon,sense,protein_coding
chr3,69085271,69085304,mmu-miR-466i-5p,13.8947728277097,-,Teff,ENSMUSG00000027782,Kpna4,protein_coding,ncRNA_exon,sense,protein_coding
chr3,69085318,69085437,mmu-miR-342-3p,3.77807704012869,-,Teff,ENSMUSG00000027782,Kpna4,protein_coding,ncRNA_exon,sense,protein_coding
chr3,69085318,69085437,mmu-miR-466i-5p,19.3005366397145,-,Teff,ENSMUSG00000027782,Kpna4,protein_coding,ncRNA_exon,sense,protein_coding
chr3,95661797,95661928,mmu-miR-29a-3p,3.90176423416199,+,Teff,ENSMUSG00000038612,Mcl1,protein_coding,3' UTR,sense,protein_coding
chr3,96561164,96561337,mmu-miR-17-5p,6.02197430696417,+,Teff,ENSMUSG00000038393,Txnip,protein_coding,3' UTR,sense,protein_coding
chr3,96561445,96561568,mmu-miR-142a-3p,4,+,Teff,ENSMUSG00000038393,Txnip,protein_coding,3' UTR,sense,protein_coding
chr3,96724333,96724378,mmu-miR-15a-5p,6.0568676817944,-,Teff,ENSMUSG00000028099,Polr3c,protein_coding,ncRNA_exon,sense,protein_coding
chr3,103740273,103740374,mmu-miR-142a-5p,3.88827098078868,-,Teff,ENSMUSG00000008730,Hipk1,protein_coding,3' UTR,sense,protein_coding
chr3,108793521,108793649,mmu-miR-16-5p,3.47701149425287,-,Teff,ENSMUSG00000027882,Stxbp3,protein_coding,3' UTR,sense,protein_coding
chr3,116899989,116900077,mmu-miR-466f-3p,7.02967171717172,+,Teff,ENSMUSG00000033386,Frrs1,protein_coding,intron,sense,protein_coding
chr3,142792559,142792655,mmu-miR-142a-3p,4.39750957854406,-,Teff,ENSMUSG00000004591,Pkn2,protein_coding,3' UTR,sense,protein_coding
chr3,145486597,145486626,mmu-miR-690,3.5,+,Teff,ENSMUSG00000028197,Col24a1,protein_coding,intron,sense,protein_coding
chr4,18056880,18056964,mmu-miR-466i-5p,4.37640754307421,+,Teff,ENSMUSG00000028226,Mmp16,protein_coding,intron,sense,protein_coding
chr4,32356737,32356869,mmu-miR-466i-5p,8.27876830545354,+,Teff,ENSMUSG00000040270,Bach2,protein_coding,intron,sense,protein_coding
chr4,41292630,41292657,mmu-miR-466i-5p,4.49332916691658,-,Teff,ENSMUSG00000028436,Dcaf12,protein_coding,3' UTR,sense,protein_coding
chr4,41292658,41292692,mmu-miR-466i-5p,4.66815954941499,-,Teff,ENSMUSG00000028436,Dcaf12,protein_coding,3' UTR,sense,protein_coding
chr4,41739383,41739491,mmu-miR-20a-5p,5.98255813953488,-,Teff,ENSMUSG00000036078,Sigmar1,protein_coding,CDS,sense,protein_coding
chr4,44032457,44032593,mmu-miR-142a-3p,3.75862068965517,+,Teff,ENSMUSG00000028478,Clta,protein_coding,3' UTR,sense,protein_coding
chr4,63367173,63367254,mmu-miR-466i-5p,11.1727613682489,-,Teff,ENSMUSG00000039158,Akna,protein_coding,3' UTR,sense,protein_coding
chr4,63367273,63367363,mmu-miR-466i-5p,17.2821482288984,-,Teff,ENSMUSG00000039158,Akna,protein_coding,3' UTR,sense,protein_coding
chr4,63368202,63368265,mmu-let-7a-5p,13.9327392136517,-,Teff,ENSMUSG00000039158,Akna,protein_coding,CDS,sense,protein_coding
chr4,63368202,63368265,mmu-let-7d-5p,28.090911163342,-,Teff,ENSMUSG00000039158,Akna,protein_coding,CDS,sense,protein_coding
chr4,63368266,63368293,mmu-let-7a-5p,8.78199929014545,-,Teff,ENSMUSG00000039158,Akna,protein_coding,CDS,sense,protein_coding
chr4,63368266,63368293,mmu-let-7d-5p,17.1495045220395,-,Teff,ENSMUSG00000039158,Akna,protein_coding,CDS,sense,protein_coding
chr4,86577125,86577200,mmu-miR-466i-5p,6.76818039453862,+,Teff,ENSMUSG00000070934,Rraga,protein_coding,3' UTR,sense,protein_coding
chr4,107200848,107200962,mmu-miR-142a-3p,3.29126963153126,+,Teff,ENSMUSG00000028618,Tmem59,protein_coding,3' UTR,sense,protein_coding
chr4,117154094,117154150,mmu-miR-15a-5p,4.53510905896691,-,Teff,ENSMUSG00000047675,Rps8,protein_coding,ncRNA_exon,sense,protein_coding
chr4,117154094,117154150,mmu-miR-15b-5p,4.52151055227054,-,Teff,ENSMUSG00000047675,Rps8,protein_coding,ncRNA_exon,sense,protein_coding
chr4,117154094,117154150,mmu-miR-16-5p,10.6049203354066,-,Teff,ENSMUSG00000047675,Rps8,protein_coding,ncRNA_exon,sense,protein_coding
chr4,117155791,117155821,mmu-miR-103-3p,12.5832600021751,-,Teff,ENSMUSG00000047675,Rps8,protein_coding,ncRNA_exon,sense,protein_coding
chr4,117155822,117155837,mmu-miR-103-3p,6.83394401804787,-,Teff,ENSMUSG00000047675,Rps8,protein_coding,ncRNA_exon,sense,protein_coding
chr4,120772651,120772685,mmu-miR-30e-3p,4.36734693877551,-,Teff,ENSMUSG00000032897,Nfyc,protein_coding,ncRNA_exon,sense,protein_coding
chr4,130913395,130913463,mmu-miR-466i-5p,4.55524465105191,+,Teff,ENSMUSG00000028581,Laptm5,protein_coding,CDS,sense,protein_coding
chr4,130913487,130913546,mmu-miR-466i-5p,5.70817916113746,+,Teff,ENSMUSG00000028581,Laptm5,protein_coding,intron,sense,protein_coding
chr4,134127418,134127565,mmu-miR-744-5p,16.1440478577902,-,Teff,ENSMUSG00000028843,Sh3bgrl3,protein_coding,3' UTR,sense,protein_coding
chr4,135176268,135176367,mmu-miR-466f-3p,10.1988782785393,+,Teff,ENSMUSG00000070691,Runx3,protein_coding,3' UTR,sense,protein_coding
chr4,149650321,149650401,mmu-miR-18a-5p,3.23563218390805,-,Teff,ENSMUSG00000039936,Pik3cd,protein_coding,3' UTR,sense,protein_coding
chr4,150068470,150068495,mmu-miR-34a-3p,6.20849867724868,+,Teff,ENSMUSG00000065493,Mir34a,miRNA,ncRNA_exon,sense,miRNA
chr4,152016979,152017175,mmu-miR-466i-5p,4.17582417582418,+,Teff,ENSMUSG00000073700,Klhl21,protein_coding,3' UTR,sense,protein_coding
chr5,3480210,3480296,mmu-miR-466f-3p,3.56567284938622,+,Teff,ENSMUSG00000040274,Cdk6,protein_coding,intron,sense,protein_coding
chr5,3523361,3523480,mmu-miR-466i-5p,3.68585474174045,+,Teff,ENSMUSG00000040274,Cdk6,protein_coding,3' UTR,sense,protein_coding
chr5,9119323,9119428,mmu-miR-30e-5p,3.38953488372093,-,Teff,ENSMUSG00000042508,Dmtf1,protein_coding,3' UTR,sense,protein_coding
chr5,23702855,23702944,mmu-let-7i-5p,10.5133245308668,-,Teff,ENSMUSG00000105987,AI506816,processed_transcript,ncRNA_exon,sense,lncRNA
chr5,33899355,33899525,mmu-let-7i-5p,4.86778536101382,-,Teff,ENSMUSG00000029111,Nelfa,protein_coding,CDS,sense,protein_coding
chr5,38526823,38526931,mmu-miR-17-5p,4.3448275862069,-,Teff,ENSMUSG00000005103,Wdr1,protein_coding,3' UTR,sense,protein_coding
chr5,98475566,98475615,mmu-miR-703,6.54272206166489,-,Teff,ENSMUSG00000105814,Mir703,miRNA,ncRNA_exon,sense,miRNA
chr5,100426882,100426956,mmu-miR-24-3p,9.46903271692745,-,Teff,ENSMUSG00000097772,5430416N02Rik,lincRNA,intron,sense,lncRNA
chr5,105532031,105532131,mmu-miR-466f-3p,3.38726638943901,+,Teff,ENSMUSG00000054720,Lrrc8c,protein_coding,intron,sense,protein_coding
chr5,106971388,106971414,mmu-miR-142a-5p,11,+,Teff,ENSMUSG00000029283,Cdc7,protein_coding,intron,sense,protein_coding
chr5,115103282,115103437,mmu-miR-142a-3p,22.0778354682253,-,Teff,ENSMUSG00000072692,Rpl37rt,transcribed_processed_pseudogene,ncRNA_exon,sense,pseudogene
chr5,115489530,115489564,mmu-miR-92a-3p,7.71631819984652,+,Teff,ENSMUSG00000096243,Gm24265,snRNA,ncRNA_exon,sense,other_ncRNA
chr5,123455528,123455591,mmu-miR-466i-5p,3.86480600035066,+,Teff,ENSMUSG00000038342,Mlxip,protein_coding,3' UTR,sense,protein_coding
chr5,136123177,136123281,mmu-let-7d-5p,9.92820069414366,-,Teff,ENSMUSG00000029703,Lrwd1,protein_coding,CDS,sense,protein_coding
chr5,137527633,137527738,mmu-miR-30c-5p,8.98390600778637,+,Teff,ENSMUSG00000029714,Gigyf1,protein_coding,3' UTR,sense,protein_coding
chr5,138165744,138165809,mmu-miR-106b-3p,6,-,Teff,ENSMUSG00000029730,Mcm7,protein_coding,ncRNA_exon,sense,protein_coding
chr5,138165744,138165809,mmu-miR-106b-5p,3.5,-,Teff,ENSMUSG00000029730,Mcm7,protein_coding,ncRNA_exon,sense,protein_coding
chr5,140961960,140962081,mmu-miR-466i-5p,4.2911804158283,-,Teff,ENSMUSG00000036526,Card11,protein_coding,intron,sense,protein_coding
chr5,140994323,140994400,mmu-miR-466f-3p,3.9047619047619,-,Teff,ENSMUSG00000036526,Card11,protein_coding,intron,sense,protein_coding
chr5,142904442,142904666,mmu-let-7a-5p,8.61365103964872,-,Teff,ENSMUSG00000029580,Actb,protein_coding,CDS,sense,protein_coding
chr5,142904442,142904666,mmu-let-7d-5p,4.57471264367816,-,Teff,ENSMUSG00000029580,Actb,protein_coding,CDS,sense,protein_coding
chr5,142904442,142904666,mmu-let-7f-5p,3.89080459770115,-,Teff,ENSMUSG00000029580,Actb,protein_coding,CDS,sense,protein_coding
chr5,142904442,142904666,mmu-let-7g-5p,7.5238679902473,-,Teff,ENSMUSG00000029580,Actb,protein_coding,CDS,sense,protein_coding
chr5,142904442,142904666,mmu-let-7i-5p,5.00000907007042,-,Teff,ENSMUSG00000029580,Actb,protein_coding,CDS,sense,protein_coding
chr5,143877959,143877996,mmu-miR-3473b,11.7822113679417,+,Teff,ENSMUSG00000029613,Eif2ak1,protein_coding,intron,sense,protein_coding
chr6,3373622,3373726,mmu-miR-142a-3p,4.04676311123235,-,Teff,ENSMUSG00000047735,Samd9l,protein_coding,CDS,sense,protein_coding
chr6,5265015,5265100,mmu-miR-466i-5p,8.23502084335418,-,Teff,ENSMUSG00000032667,Pon2,protein_coding,3' UTR,sense,protein_coding
chr6,5265114,5265200,mmu-miR-466i-5p,5.57940341690033,-,Teff,ENSMUSG00000032667,Pon2,protein_coding,3' UTR,sense,protein_coding
chr6,11900422,11900591,mmu-miR-147-3p,18.0437650631098,-,Teff,ENSMUSG00000029632,Ndufa4,protein_coding,3' UTR,sense,protein_coding
chr6,24518700,24518824,mmu-miR-92a-3p,7.08664880788075,-,Teff,ENSMUSG00000023089,Ndufa5,protein_coding,3' UTR,sense,protein_coding
chr6,35510634,35510695,mmu-miR-466i-5p,5.24652777777778,-,Teff,ENSMUSG00000029840,Mtpn,protein_coding,3' UTR,sense,protein_coding
chr6,41548171,41548276,mmu-miR-24-3p,48.0790414944806,+,Teff,ENSMUSG00000076498,Trbc2,TR_C_gene,3' UTR,sense,other
chr6,47781627,47781686,mmu-miR-30c-5p,14.6330386921797,+,Teff,ENSMUSG00000064945,Rny3,misc_RNA,ncRNA_exon,sense,other_ncRNA
chr6,48691856,48692041,mmu-miR-142a-3p,21.3821011697916,+,Teff,ENSMUSG00000054435,Gimap4,protein_coding,3' UTR,sense,protein_coding
chr6,48691856,48692041,mmu-miR-15a-5p,6.99763789581205,+,Teff,ENSMUSG00000054435,Gimap4,protein_coding,3' UTR,sense,protein_coding
chr6,48691856,48692041,mmu-miR-15b-5p,6.35647946241917,+,Teff,ENSMUSG00000054435,Gimap4,protein_coding,3' UTR,sense,protein_coding
chr6,48691856,48692041,mmu-miR-16-5p,5.89893101084962,+,Teff,ENSMUSG00000054435,Gimap4,protein_coding,3' UTR,sense,protein_coding
chr6,54878347,54878449,mmu-miR-92a-3p,12.9243499516755,+,Teff,ENSMUSG00000058446,Znrf2,protein_coding,3' UTR,sense,protein_coding
chr6,114921481,114921572,mmu-miR-466i-5p,3.5,-,Teff,ENSMUSG00000030315,Vgll4,protein_coding,5' UTR,sense,protein_coding
chr6,120482465,120482544,mmu-miR-466i-5p,3.72795394836833,+,Teff,ENSMUSG00000002897,Il17ra,protein_coding,3' UTR,sense,protein_coding
chr6,127670925,127671024,mmu-miR-466i-5p,3.90878169449598,+,Teff,ENSMUSG00000061414,Cracr2a,protein_coding,3' UTR,sense,protein_coding
chr6,129267476,129267586,mmu-miR-92a-3p,38.2205742058738,-,Teff,ENSMUSG00000030156,Cd69,protein_coding,3' UTR,sense,protein_coding
chr6,134924314,134924472,mmu-miR-142a-3p,9.74195907355401,+,Teff,ENSMUSG00000003031,Cdkn1b,protein_coding,3' UTR,sense,protein_coding
chr6,134925346,134925496,mmu-miR-24-3p,8.92647058823529,+,Teff,ENSMUSG00000003031,Cdkn1b,protein_coding,3' UTR,sense,protein_coding
chr7,16368530,16368621,mmu-miR-155-5p,6.28582887700535,-,Teff,ENSMUSG00000052833,Sae1,protein_coding,CDS,sense,protein_coding
chr7,24608757,24608864,mmu-miR-191-5p,8.34124487004104,+,Teff,ENSMUSG00000064254,Ethe1,protein_coding,3' UTR,sense,protein_coding
chr7,27477139,27477162,mmu-miR-92a-3p,17.7826966835521,+,Teff,ENSMUSG00000055200,Sertad3,protein_coding,3' UTR,sense,protein_coding
chr7,27477163,27477231,mmu-miR-92a-3p,34.2149202020736,+,Teff,ENSMUSG00000055200,Sertad3,protein_coding,3' UTR,sense,protein_coding
chr7,28378024,28378123,mmu-let-7i-5p,4.97159090909091,-,Teff,ENSMUSG00000044786,Zfp36,protein_coding,CDS,sense,protein_coding
chr7,38266121,38266190,mmu-miR-92a-3p,6.68729942587389,-,Teff,ENSMUSG00000030423,Pop4,protein_coding,3' UTR,sense,protein_coding
chr7,44490503,44490595,mmu-miR-185-5p,8.97843081440247,-,Teff,ENSMUSG00000008140,Emc10,protein_coding,3' UTR,sense,protein_coding
chr7,45121762,45121771,mmu-let-7a-5p,4.49195026862193,+,Teff,ENSMUSG00000065495,Mir150,miRNA,ncRNA_exon,sense,miRNA
chr7,45121772,45121783,mmu-let-7a-5p,5.3453519344224,+,Teff,ENSMUSG00000065495,Mir150,miRNA,ncRNA_exon,sense,miRNA
chr7,45121772,45121783,mmu-miR-142a-3p,3.53006681724073,+,Teff,ENSMUSG00000065495,Mir150,miRNA,ncRNA_exon,sense,miRNA
chr7,45121772,45121783,mmu-miR-150-5p,3.49071946169772,+,Teff,ENSMUSG00000065495,Mir150,miRNA,ncRNA_exon,sense,miRNA
chr7,45126611,45126662,mmu-miR-15b-5p,40.1209633990768,-,Teff,ENSMUSG00000074129,Rpl13a,protein_coding,ncRNA_exon,sense,protein_coding
chr7,45126611,45126662,mmu-miR-16-5p,7.62524216147597,-,Teff,ENSMUSG00000074129,Rpl13a,protein_coding,ncRNA_exon,sense,protein_coding
chr7,45126663,45126669,mmu-miR-15b-5p,4.89909733057227,-,Teff,ENSMUSG00000074129,Rpl13a,protein_coding,ncRNA_exon,sense,protein_coding
chr7,45126865,45126908,mmu-miR-142a-3p,3.41937728185025,-,Teff,ENSMUSG00000074129,Rpl13a,protein_coding,ncRNA_exon,sense,protein_coding
chr7,45126865,45126908,mmu-miR-5121,46.5834466897943,-,Teff,ENSMUSG00000074129,Rpl13a,protein_coding,ncRNA_exon,sense,protein_coding
chr7,45126911,45126922,mmu-miR-5121,14.262196791892,-,Teff,ENSMUSG00000074129,Rpl13a,protein_coding,ncRNA_exon,sense,protein_coding
chr7,48866900,48866940,mmu-miR-466f-3p,5.02950375797017,-,Teff,ENSMUSG00000046179,E2f8,protein_coding,3' UTR,sense,protein_coding
chr7,63890059,63890129,mmu-miR-466i-5p,7.20225519245359,-,Teff,ENSMUSG00000052040,Klf13,protein_coding,3' UTR,sense,protein_coding
chr7,74554536,74554595,mmu-miR-3960,3,-,Teff,ENSMUSG00000025790,Slco3a1,protein_coding,5' UTR,sense,protein_coding
chr7,98501591,98501813,mmu-miR-142a-3p,4.31034482758621,+,Teff,ENSMUSG00000090958,Lrrc32,protein_coding,3' UTR,sense,protein_coding
chr7,99838921,99839011,mmu-miR-24-3p,5.13924502236146,-,Teff,ENSMUSG00000035227,Spcs2,protein_coding,3' UTR,sense,protein_coding
chr7,102388521,102388643,mmu-miR-466f-3p,4.77027186480934,+,Teff,ENSMUSG00000030987,Stim1,protein_coding,intron,sense,protein_coding
chr7,111080223,111080321,mmu-miR-93-5p,3.47647058823529,-,Teff,ENSMUSG00000005610,Eif4g2,protein_coding,CDS,sense,protein_coding
chr7,119740161,119740330,mmu-miR-26a-5p,5.63793103448276,+,Teff,ENSMUSG00000100153,Ppp1ccb,transcribed_processed_pseudogene,ncRNA_exon,sense,pseudogene
chr7,119740161,119740330,mmu-miR-26b-5p,3.88450483407369,+,Teff,ENSMUSG00000100153,Ppp1ccb,transcribed_processed_pseudogene,ncRNA_exon,sense,pseudogene
chr7,125632990,125633064,mmu-miR-466i-5p,13.2172655755797,+,Teff,ENSMUSG00000030745,Il21r,protein_coding,3' UTR,sense,protein_coding
chr7,125633065,125633162,mmu-miR-466i-5p,15.4466506627388,+,Teff,ENSMUSG00000030745,Il21r,protein_coding,3' UTR,sense,protein_coding
chr7,126795243,126795412,mmu-miR-16-5p,5.20506407892311,-,Teff,ENSMUSG00000030695,Aldoa,protein_coding,3' UTR,sense,protein_coding
chr7,127981964,127982038,mmu-miR-466i-5p,13.4321297280539,+,Teff,ENSMUSG00000030795,Fus,protein_coding,3' UTR,sense,protein_coding
chr8,54675871,54675907,mmu-miR-3473b,6.97368421052632,-,Teff,ENSMUSG00000039375,Wdr17,protein_coding,intron,sense,protein_coding
chr8,81805913,81805990,mmu-miR-466i-5p,6.58743726957386,+,Teff,ENSMUSG00000037940,Inpp4b,protein_coding,intron,sense,protein_coding
chr8,81807188,81807257,mmu-miR-466i-5p,5.03503907265136,+,Teff,ENSMUSG00000037940,Inpp4b,protein_coding,intron,sense,protein_coding
chr8,81807276,81807367,mmu-miR-466i-5p,12.9636609335109,+,Teff,ENSMUSG00000037940,Inpp4b,protein_coding,intron,sense,protein_coding
chr8,94395121,94395261,mmu-miR-142a-3p,3.29411764705882,+,Teff,ENSMUSG00000031770,Herpud1,protein_coding,3' UTR,sense,protein_coding
chr8,106108599,106108710,mmu-let-7g-5p,3.8484381997313,+,Teff,ENSMUSG00000031902,Nfatc3,protein_coding,CDS,sense,protein_coding
chr8,106128278,106128364,mmu-miR-342-3p,5.36262837517391,+,Teff,ENSMUSG00000031902,Nfatc3,protein_coding,3' UTR,sense,protein_coding
chr8,117263432,117263507,mmu-miR-466i-5p,4.34461462450593,+,Teff,ENSMUSG00000034390,Cmip,protein_coding,intron,sense,protein_coding
chr8,117401481,117401563,mmu-miR-466f-3p,3.88832167832168,+,Teff,ENSMUSG00000034390,Cmip,protein_coding,intron,sense,protein_coding
chr8,117404853,117404934,mmu-miR-3473b,5.01057863879684,+,Teff,ENSMUSG00000034390,Cmip,protein_coding,intron,sense,protein_coding
chr8,119820559,119820632,mmu-miR-466i-5p,4.28965795397776,-,Teff,ENSMUSG00000031827,Cotl1,protein_coding,intron,sense,protein_coding
chr8,119824882,119824941,mmu-miR-466i-5p,4.4765625,-,Teff,ENSMUSG00000031827,Cotl1,protein_coding,intron,sense,protein_coding
chr8,119833755,119833842,mmu-miR-466f-3p,6.87021267263203,-,Teff,ENSMUSG00000031827,Cotl1,protein_coding,intron,sense,protein_coding
chr8,119833853,119833908,mmu-miR-466f-3p,4.27685578119754,-,Teff,ENSMUSG00000031827,Cotl1,protein_coding,intron,sense,protein_coding
chr8,119833909,119833972,mmu-miR-466f-3p,4.31188364751948,-,Teff,ENSMUSG00000031827,Cotl1,protein_coding,intron,sense,protein_coding
chr9,13414357,13414516,mmu-miR-466f-3p,3.48245614035088,+,Teff,ENSMUSG00000031925,Maml2,protein_coding,intron,sense,protein_coding
chr9,13444341,13444398,mmu-miR-466i-5p,3.83625113306012,+,Teff,ENSMUSG00000031925,Maml2,protein_coding,intron,sense,protein_coding
chr9,13444514,13444597,mmu-miR-466i-5p,6.1714689541303,+,Teff,ENSMUSG00000031925,Maml2,protein_coding,intron,sense,protein_coding
chr9,13470219,13470287,mmu-miR-466i-5p,5.87978687978688,+,Teff,ENSMUSG00000031925,Maml2,protein_coding,intron,sense,protein_coding
chr9,15314073,15314141,mmu-miR-142a-3p,6.9484290113008,+,Teff,ENSMUSG00000031939,Taf1d,protein_coding,3' UTR,sense,protein_coding
chr9,15314073,15314141,mmu-miR-24-3p,3274.79605175493,+,Teff,ENSMUSG00000031939,Taf1d,protein_coding,3' UTR,sense,protein_coding
chr9,15326266,15326366,mmu-miR-466i-5p,79.0350504539574,-,Teff,ENSMUSG00000046111,Cep295,protein_coding,ncRNA_exon,sense,protein_coding
chr9,15326378,15326455,mmu-miR-466i-5p,58.3254156184949,-,Teff,ENSMUSG00000046111,Cep295,protein_coding,intron,sense,protein_coding
chr9,15544928,15545009,mmu-miR-466i-5p,3.98823529411765,+,Teff,ENSMUSG00000058173,Smco4,protein_coding,3' UTR,sense,protein_coding
chr9,20889489,20889535,mmu-miR-24-3p,12.4811969709534,+,Teff,ENSMUSG00000004100,Ppan,protein_coding,ncRNA_exon,sense,protein_coding
chr9,20889536,20889559,mmu-miR-24-3p,5.78920075360705,+,Teff,ENSMUSG00000004100,Ppan,protein_coding,ncRNA_exon,sense,protein_coding
chr9,20890765,20890773,mmu-miR-15b-5p,4.63492099499938,+,Teff,ENSMUSG00000004100,Ppan,protein_coding,ncRNA_exon,sense,protein_coding
chr9,20890774,20890800,mmu-miR-15b-5p,13.0667371193316,+,Teff,ENSMUSG00000004100,Ppan,protein_coding,ncRNA_exon,sense,protein_coding
chr9,20890801,20890826,mmu-miR-15b-5p,12.509988571419,+,Teff,ENSMUSG00000004100,Ppan,protein_coding,ncRNA_exon,sense,protein_coding
chr9,32756511,32756593,mmu-miR-466i-5p,5.67692307692308,+,Teff,ENSMUSG00000032035,Ets1,protein_coding,3' UTR,sense,protein_coding
chr9,40802823,40802892,mmu-miR-15a-5p,11.0175388641025,+,Teff,ENSMUSG00000015656,Hspa8,protein_coding,CDS,sense,protein_coding
chr9,40802823,40802892,mmu-miR-15b-5p,7.88490973872604,+,Teff,ENSMUSG00000015656,Hspa8,protein_coding,CDS,sense,protein_coding
chr9,44334728,44334821,mmu-let-7i-5p,3.03944618599791,+,Teff,ENSMUSG00000049932,H2ax,protein_coding,5' UTR,sense,protein_coding
chr9,65902949,65903038,mmu-miR-466i-5p,9.12004183137639,+,Teff,ENSMUSG00000040204,Pclaf,protein_coding,3' UTR,sense,protein_coding
chr9,66845293,66845324,mmu-miR-466i-5p,6.49589159756503,-,Teff,ENSMUSG00000036943,Rab8b,protein_coding,3' UTR,sense,protein_coding
chr9,66845325,66845379,mmu-miR-466i-5p,10.8264222076676,-,Teff,ENSMUSG00000036943,Rab8b,protein_coding,3' UTR,sense,protein_coding
chr9,66949335,66949428,mmu-miR-142a-3p,14.474699021165,+,Teff,ENSMUSG00000036781,Rps27l,protein_coding,3' UTR,sense,protein_coding
chr9,70604444,70604560,mmu-miR-26b-5p,4.43924731182796,-,Teff,ENSMUSG00000042444,Mindy2,protein_coding,3' UTR,sense,protein_coding
chr9,78175313,78175368,mmu-miR-378a-3p,16.1595999364512,-,Teff,ENSMUSG00000065037,Rn7sk,misc_RNA,ncRNA_exon,sense,other_ncRNA
chr9,78175313,78175368,mmu-miR-378b,4.20275295538152,-,Teff,ENSMUSG00000065037,Rn7sk,misc_RNA,ncRNA_exon,sense,other_ncRNA
chr9,78175369,78175432,mmu-miR-378a-3p,9.46727477986152,-,Teff,ENSMUSG00000065037,Rn7sk,misc_RNA,ncRNA_exon,sense,other_ncRNA
chr9,83939742,83939819,mmu-miR-466f-3p,4.3160147061015,+,Teff,ENSMUSG00000032263,Bckdhb,protein_coding,intron,sense,protein_coding
chr9,108568320,108568349,mmu-miR-24-3p,3.98148148148148,+,Teff,ENSMUSG00000103103,4833445I07Rik,lincRNA,ncRNA_exon,sense,lncRNA
chr9,108568330,108568349,mmu-miR-191-5p,5.31756282364978,-,Teff,ENSMUSG00000092915,Gm24083,miRNA,ncRNA_exon,sense,miRNA
chr9,109057477,109057556,mmu-miR-378a-3p,4.38947615691802,+,Teff,ENSMUSG00000025647,Shisa5,protein_coding,3' UTR,sense,protein_coding
chr9,110281291,110281349,mmu-miR-6236,77.5616461033536,+,Teff,ENSMUSG00000098973,Mir6236,miRNA,ncRNA_exon,sense,miRNA
